amount,reclat,reclong
29123500,13.6756,-54.95438
44430032,-10.11914,55.07912
13865994,94.68768,50.36201
3614134,-60.14571,-57.73078
32814847,23.41403,81.06029
3586758,-76.60378,95.31104
41133187,52.31443,-14.60628
45155566,-25.14729,22.56175
44346450,86.43941,31.13984
38355928,-91.58537,-50.31057
19259635,9.39759,49.23063
24884160,-32.67982,35.22732
9421670,27.72881,-7.94216
31303840,-78.55653,78.79379
7318883,60.2723,7.58305
7247420,-94.77829,-66.72879
3095040,70.49458,37.92306
4825921,-81.99679,45.35668
9185261,53.16867,-26.95369
24104804,-11.07716,55.46768
30351325,27.04067,39.75565
39276198,-3.94099,-34.60764
43863809,50.17209,20.2929
34649457,-21.07553,20.55432
35881324,68.61117,-39.60022
31975200,-55.90243,67.41209
31437192,85.56475,39.97435
44842964,-29.15844,-57.0474
35205987,29.18983,72.77277
34792393,-76.4301,32.63072
2097132,17.91387,-34.11757
25605167,-11.13003,12.53677
5835754,23.02208,96.74643
18718753,-39.23797,-67.29783
44163395,93.3923,16.32896
24669425,-67.83749,80.08022
37116792,43.14646,-41.1938
47507686,-6.3355,65.38993
39000814,67.22006,41.67706
12876960,-78.55305,-23.97354
4711299,54.18331,5.95669
14466846,-71.97317,99.52581
31717735,51.66241,-91.02997
18834351,-39.01669,5.02082
12769519,25.4711,10.63094
27663412,-15.55312,-94.61474
24865685,29.95339,12.64865
23296206,-96.35819,87.58704
37701320,29.68692,-67.09811
41410139,-88.51981,0.99259
49668663,17.76911,22.12857
2117195,-52.23837,-32.04603
24805497,42.18136,63.36375
32970051,-49.04989,33.57124
27006704,84.77217,-55.44977
